谩,man2/man4,"deceive, disrespect/neglect/slight"
满,man3,Manchurian/to fill/to fulfill/filled/packed
慢,man4,slow
曼,man4,handsome/large/long
漫,man4,free/unrestrained/inundate
幔,man4,curtain
熳,man4,to spread
缦,man4,plain thin silk/slow/unadorned
墁,man4,to plaster
镘,man4,side of coin without words/trowel
忙,mang2,busy
茫,mang2,vague/vast
芒,mang2,Miscanthus sinensis
盲,mang2,blind
邙,mang2,name of a hill
硭,mang2,crude saltpeter
氓,mang2/meng2,"vagrant/ruffian, people"
莽,mang3,Illicium anisatum/rude
蟒,mang3,Python molurus
漭,mang3,vast/expansive (of water)
猫,mao1,cat/pussy
毛,mao2,hair/pore/fur
矛,mao2,spear/lance/pike
茅,mao2,(surname)/thatch
髦,mao2,bang (hair)/fashionable/mane
锚,mao2,anchor
蟊,mao2,Spanish fly/grain-eating grub
旄,mao2/mao4,"banner decorated with animal's tail, aged"
蝥,mao2/mou2,Spanish fly/grain-eating grub
卯,mao3,4th earthly branch/5-7 a.m.
昴,mao3,the Pleiades
铆,mao3,riveting
泖,mao3,still water
贸,mao4,commerce/trade
冒,mao4,brave/bold/to cover
貌,mao4,appearance
帽,mao4,hat/cap
茂,mao4,luxuriant
耄,mao4,aged
懋,mao4,be great/exert the mind
瑁,mao4,(jade)
袤,mao4,length/distance from north to south
瞀,mao4,indistinct vision/dim
梅,mei2,plum flower
眉,mei2,eyebrow/upper margin
媒,mei2,medium/intermediary/matchmaker/go-between
枚,mei2,M for small objects
煤,mei2,coal
玫,mei2,rose
霉,mei2,bacteria/fungi/moldy
酶,mei2,enzyme/ferment
嵋,mei2,name of a mountain in Sichuan
楣,mei2,lintel
湄,mei2,brink/edge
莓,mei2,strawberry
没,mei2/mo4,"(negative prefix for verbs)/have not/not, drowned/to end/to die/to inundate"
美,mei3,America/beautiful
每,mei3,each/every
浼,mei3,ask a favor of
镁,mei3,magnesium
妹,mei4,younger sister
媚,mei4,flatter/charm
昧,mei4,conceal/dark
魅,mei4,demon/magic/to charm
寐,mei4,sleep soundly
袂,mei4,sleeve of a robe
们,men,(plural marker for pronouns and a few animate nouns)
闷,men1/men4,"smother/stuffy, melancholy"
门,men2,opening/door/gate/doorway/gateway/valve/switch/way to do something/knack/family/house/(religious) sect/school (of thought)/class/category/phylum or division (taxonomy)
钔,men2,mendelevium
扪,men2,lay hands on/to cover
焖,men4,cook in a covered vessel
懑,men4,melancholy
蒙,meng1/meng2/meng3,"deceive/cheat/hoodwink, drizzle/mist, dim sighted/ignorant, Mongolia/cover"
盟,meng2,oath/pledge/union/to ally
萌,meng2,people/sprout
朦,meng2,deceive/indistinct
檬,meng2,lemon
虻,meng2,Tabanus trigonus/house fly
艨,meng2,war-boat
甍,meng2,rafters supporting tiles
礞,meng2,(mineral)
猛,meng3,ferocious/suddenly/fierce/violent/abrupt
蠓,meng3,grasshopper/midge/sandfly
懵,meng3,stupid
锰,meng3,manganese
艋,meng3,small boat
蜢,meng3,grasshopper
梦,meng4,to dream
孟,meng4,first month/eldest brother/(surname)
咪,mi1,sound to call cat
眯,mi1/mi3,"to squint, blind (as with dust)"
迷,mi2,bewilder/crazy about/fan/enthusiast/lost/confused
弥,mi2,"full/to fill, overflowing"
谜,mi2,riddle
糜,mi2,dissolved/rice-gruel/wasted
縻,mi2,tie up
麋,mi2,(surname)/moose/river bank
醚,mi2,ether
蘼,mi2,millet
猕,mi2,macaque
靡,mi2/mi3,"wasted, extravagant/go with fashion/not"
米,mi3,(measure word) meter/rice
弭,mi3,to stop/repress
敉,mi3,peaceful
芈,mi3,(surname)
密,mi4,secret/confidential/close/thick/dense
秘,mi4,secret
蜜,mi4,honey
觅,mi4,seek
谧,mi4,quiet
宓,mi4,(surname)/still/silent
嘧,mi4,(phonetic) as in pyrimidine
汨,mi4,name of a river
幂,mi4,power (math.term)
眠,mian2,sleep
绵,mian2,cotton/incessant/soft/downy
棉,mian2,cotton
免,mian3,to exempt/to remove/to avoid/to excuse
勉,mian3,exhort
缅,mian3,Burma/distant
冕,mian3,royal crown
沔,mian3,inundation/name of a river
湎,mian3,drunk
眄,mian3,ogle
娩,mian3/wan3,"give birth to a child, complaisant/agreeable"
面,mian4,"fade/side/surface/aspect/top/face/flour/noodles, flour/noodles"
喵,miao1,meow (onomat. for cat's mewing)
描,miao2,depict/to trace (a drawing)/to copy/to touch up
苗,miao2,(surname)/Miao tribe/sprout
瞄,miao2,to aim
秒,miao3,(a measure word)/second
渺,miao3,vague/remote
邈,miao3,profound/remote
藐,miao3,despise/small
缈,miao3,indistinct
眇,miao3,minute (small)/subtle
淼,miao3,a flood/infinity
杪,miao3,the limit/tip of branch
庙,miao4,temple/monastery
妙,miao4,clever/wonderful
缪,miao4/mou2,"(surname), to wind round"
咩,mie1,the bleating of sheep
乜,mie1/nie4,squint
灭,mie4,extinguish
蔑,mie4,belittle/nothing
蠛,mie4,minute flies
篾,mie4,bamboo splints for baskets
民,min2,the people/nationality/citizen
缗,min2,cord/fishing-line/string of coins
岷,min2,name of a river in Sichuan
苠,min2,multitude/skin of bamboo
玟,min2/wen2,"jade-like stone, veins in jade"
敏,min3,keen
闵,min3,(surname)/feel compassion for
闽,min3,(N) abbreviation for Fujian Province
悯,min3,sympathize/to pity
愍,min3,pity/sympathize
抿,min3,purse up (lips)/to smooth
泯,min3,obliterate/submerge
黾,min3/mian3,toad
明,ming2,clear/bright/to understand/next/the Ming dynasty
名,ming2,name/(measure word for persons)/place (e.g. among winners)
鸣,ming2,to cry (of birds)
铭,ming2,inscribed motto
冥,ming2,dark/deep
茗,ming2,Thea sinensis/young leaves of tea
瞑,ming2,close the eyes
暝,ming2,dark
溟,ming2,drizzle/sea
螟,ming2,Heliothus armigera
命,ming4,life/fate
谬,miu4,absurd/erroneous
摸,mo1/mo2,"feel with the hand/to touch/to stroke/to grope/to feel (one's pulse), imitate/copy"
模,mo2,imitate/model/norm/pattern
魔,mo2,devil
摩,mo2,rub
膜,mo2,(n) membrane; film
谟,mo2,plan/to practice
摹,mo2,imitate/copy
馍,mo2,small loaf of steamed bread
蘑,mo2,mushroom
嫫,mo2,ugly woman
麽,mo2/me,dimi.
磨,mo2/mo4,"to sharpen/to delay/hardship/to grind/to rub, grindstone"
抹,mo3/mo4,"play/to smear, girdle/brassiere/to plaster"
莫,mo4,do not/there is none who
末,mo4,end/final stage/latter part
默,mo4,silent/write from memory
墨,mo4,China ink/ink stick
漠,mo4,desert/unconcerned
陌,mo4,raised path/street
寞,mo4,lonesome
沫,mo4,foam/suds
蓦,mo4,leap on or over/suddenly
殁,mo4,to end/to die
茉,mo4,jasmine
镆,mo4,sword
秣,mo4,feed a horse with grain/horse feed
貊,mo4,name of a wild tribe/silent
瘼,mo4,distress/sickness
貘,mo4,tapir
哞,mou1,moo (sound made by cow)
谋,mou2,to plan/seek/scheme
牟,mou2,barley/to moo/usurp
眸,mou2,pupil of the eye
侔,mou2,similar/comparable/equal
蛑,mou2,marine crab
鍪,mou2,iron pot/metal cap
某,mou3,(used before measure word and noun) some/(a) certain/so and so
母,mu3,female/mother
姆,mu3,governess
亩,mu3,about 1/6 acre (M)
牡,mu3,male
拇,mu3,thumb
目,mu4,eye/item/section/list/catalogue/table of contents/order (taxonomy)/goal/name/title
木,mu4,tree/wood
幕,mu4,stage curtain/tent
穆,mu4,(surname)/solemn
牧,mu4,shepherd
慕,mu4,admire
墓,mu4,tomb
暮,mu4,evening/sunset
募,mu4,canvass for contributions/to recruit/to collect/to raise
睦,mu4,friendly
沐,mu4,bathe/cleanse/receive favors
苜,mu4,clover
钼,mu4,molybdenum
拿,na2,to hold/to seize/to catch/to apprehend/to take
哪,na3/na/nei3,"how/which, (final part. preceded by N), which (followed by M or Num)"
那,na3/na4/nei4,"how/which, that/those, that/those/(sometimes used before a measure word, especially in Beijing)"
纳,na4,to accept/to pay (tax etc.)
钠,na4,sodium
捺,na4,(downwards-right concave character stroke)/press down firmly
衲,na4,cassock/to line
肭,na4,castor
呐,na4/ne/na,"battle cry, (final part.)"
乃,nai3,to be/thus/so/therefore/then/only/thereupon
奶,nai3,breast/lady/milk
氖,nai3,neon
耐,nai4,to be unbearable/unable to endure
奈,nai4,how can one help
鼐,nai4,incense tripod
柰,nai4,crab-apple/how can one help
囡,nan1,one's daughter/to filch/to secrete
南,nan2,south
男,nan2,male
喃,nan2,mumble in repetition
楠,nan2,Machilus nanmu
难,nan2/nan4,"difficult (to...)/problem/difficulty/difficult/not good, disaster/distress/to scold"
赧,nan3,blush
蝻,nan3,immature locusts
囔,nang1,"muttering, indistinct speech"
囊,nang2,sack
曩,nang3,in former times
攮,nang3,to fend off/to stab
挠,nao2,to scratch
呶,nao2,clamor
铙,nao2,big cymbals
猱,nao2,(monkey)/scratch
脑,nao3,brain
恼,nao3,get mad
瑙,nao3,agate
闹,nao4,make noise or disturbance
淖,nao4,(surname)/slush/mud
呢,ne/ni2,"(question particle), woolen material"
讷,ne4,large/speak cautiously
馁,nei3,hungry
内,nei4,inside/inner/internal/within/interior
嫩,nen4,tender/soft
能,neng2,can/may/capable/energy/able
妮,ni1,"girl/phonetic ""ni"" (in girl's name)"
尼,ni2,Buddhist nun/(often used in phonetic spellings)
倪,ni2,(surname)
霓,ni2,rainbow
猊,ni2,(mythical animal)/lion
怩,ni2,"shy, timid, bashful/look ashame"
鲵,ni2,Cryptobranchus japonicus/salamander
铌,ni2,niobium
坭,ni2,mud
泥,ni2/ni4,"mud/paste/pulp, restrained"
你,ni3,you
拟,ni3,plan to
旎,ni3,fluttering of flags
逆,ni4,contrary/opposite/backwards/to go against/to oppose/to betray/to rebel
匿,ni4,to hide
腻,ni4,greasy/tired of
昵,ni4,familiar/to approach
睨,ni4,look askance
溺,ni4/niao4,"drown/indulge/be addicted to/spoil (a child), urinate/urine"
蔫,nian1,fade/wither
年,nian2,year
黏,nian2,sticky
鲶,nian2,sheat
粘,nian2/zhan1,"sticky, to stick/paste"
辇,nian3,emperor's carriage
捻,nian3,twirl (in the fingers)
碾,nian3,stone roller
撵,nian3,expel
念,nian4,"read aloud, to read aloud"
廿,nian4,twenty
娘,niang2,"mother/young lady, mother/troubled"
酿,niang4,ferment/brew
鸟,niao3,bird
袅,niao3,delicate/graceful
嬲,niao3,tease/disturb
茑,niao3,grossulariaceae
捏,nie1,to pinch (with one's fingers)/to knead/to make up
涅,nie4,blacken
孽,nie4,consequence of sin
聂,nie4,(surname)/whisper
蹑,nie4,chase/step/tread
嗫,nie4,move the mouth as in speaking
啮,nie4,gnaw
臬,nie4,provincial judge
镍,nie4,nickel
镊,nie4,forceps/to nip
颞,nie4,temporal bones
陧,nie4,dangerous
您,nin2,you (formal)
宁,ning2,peaceful/rather
凝,ning2,congeal/concentrate attention
狞,ning2,fierce-looking
咛,ning2,enjoin
柠,ning2,lemon
拧,ning2/ning3/ning4,"to pinch/wring, mistake/to twist, stubborn"
佞,ning4,eloquent/talent
泞,ning4,muddy
妞,niu1,little girl
牛,niu2,ox/cow/bull
扭,niu3,to turn/to twist/to grab/to wring
纽,niu3,to turn/to wrench/button
钮,niu3,(surname)/button
忸,niu3,accustomed to/blush/be shy
狃,niu3,accustomed to
农,nong2,agriculture
浓,nong2,concentrated/dense
侬,nong2,you (Shanghai dial.)
哝,nong2,garrulous
脓,nong2,pus
耨,nou4,hoe
女,nu:3/nv3,female/woman
钕,nu:3/nv3,neodymium
衄,nu:4/nv4,bleed at the nose/check in battle
恧,nu:4/nv4,ashamed
奴,nu2,slave
孥,nu2,child/offspring
驽,nu2,worn out old horses
努,nu3,to exert/to strive
弩,nu3,cross-bow
怒,nu4,indignant
暖,nuan3,warm
虐,nue4,oppressive/tyrannical
疟,nue4/yao4,"malaria, malaria"
挪,nuo2,to shift/to move
傩,nuo2,exorcise demons
娜,nuo2/na4,elegant/graceful
诺,nuo4,to promise/to yes
懦,nuo4,imbecile/timid
糯,nuo4,glutinous rice
搦,nuo4,take hold
噢,o1,Oh!
喔,o1/wo1,I see/oh
欧,ou1,Europe
殴,ou1,brawl
鸥,ou1,common gull
瓯,ou1,bowl/cup
讴,ou1,sing ballads/songs
沤,ou1/ou4,"bubble/froth, steep"
区,ou1/qu1,"Ou (surname), area/region/district/small/distinguish"
偶,ou3,accidental/image/pair/mate
呕,ou3,vomit
藕,ou3,root of lotus
耦,ou3,pair/mate/ploughshare
怄,ou4,annoyed
啪,pa1,syllable
趴,pa1,to lie on one's stomach
葩,pa1,corolla of flower
爬,pa2,crawl/climb
琶,pa2,(mus. instr.)
杷,pa2,loquat
怕,pa4,to be afraid/to fear
帕,pa4,handkerchief
拍,pai1,to clap/to pat/to beat/to hit/to slap/to take (a picture)
牌,pai2,cards/game pieces/signboard/plate/tablet
徘,pai2,irresolute
俳,pai2,irresolute/not serious/variety show
排,pai2/pai3,"a platoon/line up, row of logs or boards"
派,pai4,clique/school/group/faction/to dispatch
湃,pai4,sound of waves
蒎,pai4,pinane
潘,pan1,(surname)
攀,pan1,climb up/pull
盘,pan2,"big/wooden tray, dish/tray/to build/to check/to examine/to transfer/(a measure word used for dishes of food or coils of wire)/to coil"
磐,pan2,firm/stable/rock
蟠,pan2,Trichina spiralis/to coil
蹒,pan2,limp
判,pan4,to judge/to sentence/to discriminate/to discern
叛,pan4,to betray/to rebel/to revolt
盼,pan4,to hope for/to long for/to expect
畔,pan4,bank/field-path
泮,pan4,melt
襻,pan4,a loop/a belt or band
拚,pan4/pin1,"disregard/reject, stake all"
乓,pang1,bang (onomat.)
滂,pang1,rushing (water)
旁,pang2,beside/one side/other/side/self
庞,pang2,(surname)/huge/enormous/tremendous
彷,pang2,irresolute
螃,pang2,crab
逄,pang2,(surname)
耪,pang3,to weed
胖,pang4,fat/plump
抛,pao1,to throw/to toss/to fling/to cast/to abandon
脬,pao1,bladder
泡,pao1/pao4,"puffed/swollen, to steep/soak/bubble(s)/foam"
袍,pao2,gown (lined)
庖,pao2,kitchen
匏,pao2,bottle gourd/Lagenaria vulgaris
咆,pao2,to roar
龅,pao2/bao1,projecting teeth
跑,pao3,to run/to escape
炮,pao4,"cannon/gun/firecracker, gun/cannon"
胚,pei1,fetus
呸,pei1,to spit (in contempt)
醅,pei1,unstrained spirits
培,pei2,to cultivate/to earth up
陪,pei2,to accompany/to keep sb. company
赔,pei2,lose in trade/pay damage
裴,pei2,(surname)
配,pei4,to join/to fit/to mate/to mix/to match/to deserve/to make up (a prescription)
佩,pei4,"to respect/wear (belt, etc.), girdle ornaments"
沛,pei4,copious/abundant
辔,pei4,bridle/reins
旆,pei4,pennant/streamer
帔,pei4,cape
霈,pei4,torrent of rain
喷,pen1/pen4,"to puff/to spout/to spray/to spurt, fragrant/sneeze"
盆,pen2,basin
湓,pen2,flowing of water/name of a river
砰,peng1,sound of crashing/thunder
烹,peng1,cuisine/cooking
抨,peng1,attack/impeach
怦,peng1,impulsive
朋,peng2,friend
彭,peng2,(surname)
鹏,peng2,large fabulous bird
蓬,peng2,(grass)/disheveled
棚,peng2,shed
膨,peng2,swollen
篷,peng2,sail
堋,peng2,target in archery
澎,peng2,sound of waves
蟛,peng2,(land-crab)/grapsus sp.
硼,peng2,boron
捧,peng3,hold or offer with both hands
碰,peng4,to touch/to meet with/to bump
批,pi1,"to ascertain/(measure word for batches, lots)/to act on/to criticize/to pass on"
披,pi1,scatter/separate/to open/to unroll/to spread out
丕,pi1,grand
霹,pi1,clap of thunder
坯,pi1,unburnt earthenware
砒,pi1,arsenic
纰,pi1,error/carelessness/spoiled silk
匹,pi1/pi3,"mate/one of a pair, (measure word for horses, mules, a bolt of cloth)/ordinary person"
劈,pi1/pi3,"hack/chop/split open, split in two/divide"
皮,pi2,leather/skin/fur
疲,pi2,weary
脾,pi2,spleen
啤,pi2,beer
毗,pi2,adjoin/border
琵,pi2,(mus. instr.)
罴,pi2,(bear)
鼙,pi2,drum carried on horseback
枇,pi2,loquat
陴,pi2,parapet
貔,pi2,(leopard)
郫,pi2,place name
铍,pi2,beryllium
芘,pi2,Malva sylvestris
埤,pi2,low wall
蜱,pi2,(insect)/egg of mantis
陂,pi2/po1/bei1,"reservoir, rugged/uneven"
癖,pi3,habit/hobby
痞,pi3,swelling of the liver
圮,pi3,destroyed/injure
庀,pi3,prepare
仳,pi3,to part
屁,pi4,to break wind/to fart
譬,pi4,give an example
僻,pi4,low/rustic/secluded
媲,pi4,to match/to pair
淠,pi4,luxuriant (of water plants)
甓,pi4,glazed tile
篇,pian1,sheet/piece of writing/(a measure word)/chapter/article
偏,pian1,one-sided/to lean/to slant/prejudiced/inclined to one side
翩,pian1,fly fast
片,pian1/pian4,"disc/sheet, a slice/piece/flake/thin/slice"
骈,pian2,literary style
胼,pian2,callous on hand or foot
蹁,pian2,to limp
谝,pian3,brag
骗,pian4,to cheat/to swindle/to deceive/to fool
飘,piao1,to float
剽,piao1,to rob/swift/nimble
螵,piao1,nest of eggs of mantis
漂,piao1/piao3/piao4,"to float/to drift, to bleach, elegant/polished"
嫖,piao2,visit a prostitute
瓢,piao2,dipper/ladle
瞟,piao3,cast a glance
殍,piao3,die of starvation
缥,piao3/piao1,misty/indistinct
票,piao4,bank note/ticket
骠,piao4/biao1,white horse
瞥,pie1,blink/glance
氕,pie1,protium
撇,pie1/pie3,"cast away, (downwards-left curved character stroke)/throw"
苤,pie3,Brassica campestris subsp. rapa
拼,pin1,piece together/stake (all)/spell/join together
姘,pin1,be a mistress or lover
贫,pin2,poor
频,pin2,frequency/frequently/repetitious
嫔,pin2,virtuous woman
颦,pin2,knit the brows
苹,pin2/ping2,"marsiliaceae/clover fern, (artemisia)/duckweed, apple"
品,pin3,conduct/grade/thing/product/good
聘,pin4,betrothed/engage (teacher)/hire
牝,pin4,female
乒,ping1,bing (onomat.)
娉,ping1,graceful
俜,ping1,forlorn
平,ping2,flat/level/equal/to make the same score/to tie/to draw/calm/peaceful
评,ping2,to discuss/to comment/to criticize/to judge/to choose (by public appraisal)
凭,ping2,lean against/proof/to rely on/to depend on/to be based on
瓶,ping2,bottle/(a measure word)/vase/pitcher
萍,ping2,duckweed
坪,ping2,a plain
枰,ping2,chess-like game
Chinese,Pinyin,English
颇,po1,quite/rather/uneven/sloping
坡,po1,slope
泼,po1,splash/to spill
钋,po1,polonium
婆,po2,grandmother/matron/mother-in-law
鄱,po2,name of a lake
皤,po2,white
叵,po3,not/thereupon
笸,po3,flat basket-tray
破,po4,to break/to split/broken/damaged/worn out
迫,po4,to force/to compel/pressing/urgent
魄,po4,soul
珀,po4,amber
粕,po4,grains in distilled liquor
朴,po4/pu3,"Celtis sinensis var. japonica, Pak or Park (Korean surname)/plain and simple"
剖,pou1,to cut
裒,pou2,collect
掊,pou2/pou3,"take up in both hands, break up/hit"
扑,pu1,"to rush at/to throw oneself on, rush on"
噗,pu1,sound of escaping laughter/water
仆,pu1/pu2,"fall prostrate, servant"
铺,pu1/pu4,"to spread, a store, a bed/a store"
蒲,pu2,calamus
菩,pu2,Bodhisattva
葡,pu2,grapes
濮,pu2,name of a river
璞,pu2,unpolished gem
莆,pu2,place name
匍,pu2,crawl/lie prostrate
镤,pu2,protoactinium
普,pu3,general/popular/everywhere/universal
浦,pu3,beach
谱,pu3,chart/list/score (music)/spectrum (math.)(phys.)
圃,pu3,garden/orchard
埔,pu3,port
溥,pu3,extensive/pervading
蹼,pu3,"web (of feet of ducks, frogs, etc.)"
镨,pu3,praseodymium
氆,pu3,thick rough serge from Tibet
曝,pu4,to air/to sun
期,qi1,"a period of time/phase/stage/(used for issue of a periodical, courses of study)/time/term/period/to hope"
七,qi1,seven/7
欺,qi1,take unfair advantage of/to deceive/to cheat
戚,qi1,"ashamed/grief, (surname)/relative"
凄,qi1,"intense cold/mournful, sorrowful"
漆,qi1,paint/lacquer
嘁,qi1,whispering sound
萋,qi1,Celosia argentea/luxuriant
沏,qi1,to steep (tea)
桤,qi1,alder
柒,qi1,seven (fraud-proof)
缉,qi1/ji1,to stitch finely
妻,qi1/qi4,"wife, to marry off (a daughter)"
溪,qi1/xi1,"creek, creek"
栖,qi1/xi1,"to roost/to inhabit/to stay/habitat, to roost/to inhabit/to stay/habitat"
其,qi2,his/her/its/theirs/that/such/it (refers to sth preceding it)
齐,qi2,(surname)/even/to make even
骑,qi2,to ride (an animal or bike)/to sit astride
旗,qi2,banner/flag
棋,qi2,chess
祈,qi2,implore/pray/please
歧,qi2,divergent/side road
岐,qi2,divergent/side road/steep
祁,qi2,(surname)
琦,qi2,curio/valuable stone
崎,qi2,mountainous
耆,qi2,man of sixty or seventy
琪,qi2,(white gem)/angel
鳍,qi2,fins/supporting surfaces
祺,qi2,felicity
麒,qi2,mythical unicorn
淇,qi2,name of a river
蕲,qi2,(herb)/implore/pray/place name
蛴,qi2,larva/maggot
脐,qi2,navel
萁,qi2,stalks of pulse
亓,qi2,(surname)/his/her/its/their
綦,qi2,dark gray/superlative/variegated
圻,qi2,boundary/a border
畦,qi2,furrow/small plot of farm land
骐,qi2,piebald horse
颀,qi2,tall
蜞,qi2,grapsus
只,qi2/zhi1/zhi3,"earth-spirit/peace, (a measure word, for birds and some animals, etc.)/single/only, M for one of a pair, only/merely/just/but, but/only"
起,qi3,to rise/to raise/to get up
企,qi3,plan a project/stand on tiptoe
岂,qi3,how can it be that
启,qi3,to open/to start
乞,qi3,beg
绮,qi3,beautiful/open-work silk
杞,qi3,(willow)/name of a feudal state
芑,qi3,Panicum miliaceum
綮,qi3,embroidered banner
屺,qi3,hill without trees
气,qi4,"air/anger/gas, gas/air/smell/weather/vital breath/to make sb. angry/to get angry/to be enraged"
器,qi4,device/tool/utensil
弃,qi4,abandon/relinquish/to discard/to throw away
汽,qi4,steam/vapor
契,qi4,contract
泣,qi4,to sob
讫,qi4,finished
迄,qi4,as yet/until
砌,qi4,to build by laying bricks or stones
碛,qi4,moraine/rocks in shallow water
葺,qi4,to repair
憩,qi4,to rest
汔,qi4,near
掐,qia1,pick (flowers)/to pinch
恰,qia4,exactly/just
洽,qia4,accord/make contact
千,qian1,"thousand, a swing"
迁,qian1,to move/to shift
签,qian1,"sign one's name, a note/a stick/sign one's name"
牵,qian1,lead along
谦,qian1,modest
铅,qian1,lead (metal)
佥,qian1,all
愆,qian1,fault/transgression
骞,qian1,defective/raise
搴,qian1,seize
褰,qian1,lift up the skirts/lower garments
阡,qian1,road leading north and south
芊,qian1,green/luxuriant growth
悭,qian1,stingy
仟,qian1,thousand
扦,qian1,graft (tree)/stick in
岍,qian1,name of a mountain
前,qian2,before/in front/ago/former/previous/earlier/front
钱,qian2,(surname)/coin/money
潜,qian2,hidden/latent/secret/to hide/to conceal/secret/hidden/to submerge
虔,qian2,devout
钤,qian2,latch of door/seal
黔,qian2,an old name for Guizhou (贵州) province
钳,qian2,pincers/pliers/tongs/claw (of animal)/to grasp with pincers/to pinch/to clamp/to restrain/to restrict/to gag
箝,qian2,pliers/pincers/to clamp
掮,qian2,carry on shoulders
遣,qian3,dispatch
谴,qian3,punishment/scold
缱,qian3,attached to/loving
欠,qian4,deficient/owe/to lack/yawn
歉,qian4,apologize/deficient/to regret
倩,qian4,niece/plagiarize/winsome
嵌,qian4,deep valley/inlay
堑,qian4,moat around a city
茜,qian4,Rubia cordiolia
芡,qian4,Euryale ferox
椠,qian4,wooden tablet/edition
慊,qian4/qie4,"dissatisfied, contented"
纤,qian4/xian1,"boatman's tow-rope, fine/delicate/minute"
枪,qiang1,"gun/firearm/rifle/spear, rifle/spear"
腔,qiang1,cavity of body/tune
羌,qiang1,educated/name of a tribe/strong
锵,qiang1,tinkling of small bells
锖,qiang1,the color of a mineral
蜣,qiang1,dung beetle
抢,qiang1/qiang3,"against wind, fight over/to rush/to scramble/to grab/to rob/to snatch"
镪,qiang1/qiang3,"sulfuric acid, money/string of coins"
跄,qiang1/qiang4,"walk rapidly, stagger/sway from side to side"
呛,qiang1/qiang4,"against wind, choke/pungent"
强,qiang2,strength/force/power/powerful/better
墙,qiang2,wall
蔷,qiang2,wild rose
樯,qiang2,boom/mast
嫱,qiang2,female court officials
襁,qiang3,cloth for carrying baby on back
羟,qiang3,hydroxyl (radical)
敲,qiao1,extort/knock/to strike/to knock (at a door)/to hit
跷,qiao1,raise one's foot
锹,qiao1,shovel/to dig
硗,qiao1,stony soil
雀,qiao1/qiao3/que4,"lentigo, bird, bird"
桥,qiao2,bridge
瞧,qiao2,look at
乔,qiao2,tall
侨,qiao2,emigrant/reside abroad
樵,qiao2,firewood/gather wood
憔,qiao2,haggard
荞,qiao2,buckwheat
翘,qiao2/qiao4,outstanding/to raise
谯,qiao2/qiao4,"(surname)/drum tower, ridicule/to blame"
巧,qiao3,opportunely/coincidentally/as it happens/skillful/timely
愀,qiao3,change countenance/worry
悄,qiao3/qiao1,quiet/sad
窍,qiao4,intelligence/opening
俏,qiao4,smart
峭,qiao4,steep hill
鞘,qiao4,scabbard/sheath
诮,qiao4,ridicule/to blame
撬,qiao4,to lift
切,qie1/qie4,"to cut/to slice, close to"
茄,qie2,eggplant
伽,qie2/ga1,(phonetic)
且,qie3,further/moreover
窃,qie4,I beg to presume/steal
妾,qie4,concubine
怯,qie4,afraid/rustic
挈,qie4,pull out/take family along
惬,qie4,cheerful/satisfied
箧,qie4,portfolio/trunk
锲,qie4,cut/to carve
侵,qin1,to invade/to infringe/to approach
钦,qin1,royal
衾,qin1,coverlet/quilt
亲,qin1/qing4,"dear/intimate/parent/relation/closely related, parents-in-law of one's offspring"
秦,qin2,(surname)/name of a dynasty
勤,qin2,diligent/frequent
琴,qin2,(mus. instr.)
擒,qin2,capture
禽,qin2,birds/fowl
芹,qin2,Chinese celery
芩,qin2,Phragmites japonica
檎,qin2,(fruit)
噙,qin2,hold in the mouth
螓,qin2,small cicada with a square head
寝,qin3,lie down
沁,qin4,name of a river
揿,qin4,to press (bell)
清,qing1,clear/distinct/complete/pure
青,qing1,"green (blue, black)"
轻,qing1,light/easy/gentle/soft/reckless/unimportant/frivolous/small in number/unstressed/neutral/soft
卿,qing1,(old) minister/(old) term of endearment between spouses/thou (poet.)
倾,qing1,to overturn/to collapse/to lean/to tend/to incline/to pour out
氢,qing1,hydrogen
蜻,qing1,dragonfly
鲭,qing1,mackerel/mullet
圊,qing1,pigsty/rest-room
情,qing2,feeling/emotion/passion/situation
晴,qing2,clear/fine (weather)
擎,qing2,to raise (hand)
黥,qing2,(surname)/tattoo criminals on face
檠,qing2,instrument for straightening bows
请,qing3,"to ask/to invite/please (do sth)/to treat (to a meal, etc)/to request"
顷,qing3,100 mu/a short while ago/a 'ching' (unit of area)/approx. (with dates)/a short while
庆,qing4,celebrate
罄,qing4,entirely/exhausted/stern
磬,qing4,musical stone
銎,qiong1/qiong2,eye of an axe
穷,qiong2,exhausted/poor
琼,qiong2,(red stone)/beautiful
穹,qiong2,arched/lofty/vast
蛩,qiong2,anxious/grasshopper/a cricket
邛,qiong2,mound/place name
跫,qiong2,sound of trampling
筇,qiong2,species of bamboo
茕,qiong2,alone/desolate
秋,qiu1,"autumn/fall/harvest time/a swing, a swing"
丘,qiu1,"Confucius/given name/mound, earthenware, earthenware vessel"
邱,qiu1,(surname)/mound
蚯,qiu1,earthworm
鳅,qiu1,loach
楸,qiu1,Catalpa/Mallotus japonicus
求,qiu2,to seek/to look for/to request/to demand/to beseech
球,qiu2,ball/sphere
囚,qiu2,prisoner
裘,qiu2,(surname)/fur/fur coat
酋,qiu2,tribal chief
虬,qiu2,young dragon with horns
俅,qiu2,ornamental cap
逑,qiu2,collect/to match
泅,qiu2,submerge/swim under water
遒,qiu2,consolidate/end/strong
赇,qiu2,to bribe
犰,qiu2,armadillo
鼽,qiu2,congested nose
蝤,qiu2/you2,larva/grub
糗,qiu3,(surname)/dry provisions
趋,qu1,to hasten/to hurry/walk fast
